SK6FW_000169_0155,SK6FW,155,0,452,453,0.0,0.5754514845423936
SK6FW_000170_0100,SK6FW,100,384,816,433,0.4897459442913989,1.0407101316192224
SK6FW_000171_0003,SK6FW,3,120,272,153,0.15304560759106212,0.3458830731558004
VHIG7_000172_0061,VHIG7,61,0,132,133,0.0,0.19727403156384507
VHIG7_000173_0063,VHIG7,63,0,99,100,0.0,0.14705882352941174
VHIG7_000174_0051,VHIG7,51,0,696,697,0.0,1.0401721664275467
VHIG7_000175_0156,VHIG7,156,0,696,697,0.0,1.0401721664275467
VHIG7_000176_0052,VHIG7,52,0,696,697,0.0,1.0401721664275467
VHIG7_000177_0014,VHIG7,14,0,696,697,0.0,1.0401721664275467
0R6K4_000178_0106,0R6K4,106,118,540,423,0.1615562149686779,0.7418397626112759
0R6K4_000179_0107,0R6K4,107,111,231,121,0.15166501813386085,0.31651829871414444
0R6K4_000180_0106,0R6K4,106,192,382,191,0.2637652489284537,0.5242334322453017
0R6K4_000181_0009,0R6K4,9,442,574,133,0.6066600725354434,0.7879986811737554
0R6K4_000182_0118,0R6K4,118,104,579,476,0.14177382129904384,0.7945928123969668
PSPMA_000183_0055,PSPMA,55,60,728,669,0.08,0.9696
PSPMA_000184_0061,PSPMA,61,562,768,207,0.7487999999999999,1.024
PSPMA_000185_0063,PSPMA,63,490,692,203,0.6527999999999999,0.9216
PSPMA_000186_0156,PSPMA,156,598,768,171,0.7968,1.024
PSPMA_000187_0132,PSPMA,132,0,768,769,0.0,1.024
PSPMA_000188_0059,PSPMA,59,0,768,769,0.0,1.024
PSPMA_000189_0119,PSPMA,119,0,156,157,0.0,0.20800000000000002
PSPMA_000190_0120,PSPMA,120,512,658,147,0.6816,0.8767999999999999
PSPMA_000191_0062,PSPMA,62,605,768,164,0.8064,1.024
PSPMA_000192_0118,PSPMA,118,526,768,243,0.7008,1.024
MD41D_000193_0015,MD41D,15,161,948,788,0.1654320987654321,0.9753086419753086
MD41D_000194_0092,MD41D,92,264,905,642,0.2716049382716049,0.9308641975308642
MD41D_000195_0087,MD41D,87,924,1008,85,0.9506172839506172,1.037037037037037
MD41D_000196_0097,MD41D,97,924,1008,85,0.9506172839506172,1.037037037037037
SDXZ8_000197_0137,SDXZ8,137,855,1248,394,0.692337611824193,1.0112796577207313
SDXZ8_000198_0138,SDXZ8,138,804,932,129,0.6514974718008557,0.7545702061454687
SDXZ8_000199_0118,SDXZ8,118,279,668,390,0.22559315441462466,0.5406456631660832
SDXZ8_000200_0121,SDXZ8,121,200,593,394,0.16141579152080904,0.4803578374173473
SDXZ8_000201_0119,SDXZ8,119,490,653,164,0.396732788798133,0.528977051730844
SDXZ8_000202_0127,SDXZ8,127,960,1248,289,0.7779074290159471,1.0112796577207313
SDXZ8_000203_0120,SDXZ8,120,27,672,646,0.021392454297938547,0.544535200311163
S673O_000204_0122,S673O,122,0,77,78,0.0,0.09433962264150944
S673O_000205_0065,S673O,65,586,754,169,0.7193396226415093,0.9257075471698112
S673O_000206_0107,S673O,107,233,596,364,0.2859669811320754,0.7311320754716981
S673O_000207_0123,S673O,123,22,840,819,0.026533018867924533,1.0318396226415094
S673O_000208_0106,S673O,106,586,840,255,0.7193396226415093,1.0318396226415094
S673O_000209_0122,S673O,122,0,452,453,0.0,0.5542452830188679
S673O_000210_0156,S673O,156,598,840,243,0.7340801886792452,1.0318396226415094
S673O_000211_0067,S673O,67,768,840,73,0.9433962264150942,1.0318396226415094
S673O_000212_0069,S673O,69,768,840,73,0.9433962264150942,1.0318396226415094
S673O_000213_0063,S673O,63,768,840,73,0.9433962264150942,1.0318396226415094
S673O_000214_0061,S673O,61,768,840,73,0.9433962264150942,1.0318396226415094
U79C9_000215_0072,U79C9,72,480,864,385,0.5733944954128439,1.0321100917431192
U79C9_000216_0073,U79C9,73,368,648,281,0.4386467889908257,0.7740825688073394
U79C9_000217_0057,U79C9,57,77,420,344,0.09174311926605504,0.5017201834862385
N915C_000218_0100,N915C,100,521,840,320,0.6414425066509015,1.0345846881466154
N915C_000219_0102,N915C,102,502,840,339,0.6177948566361218,1.0345846881466154
N915C_000220_0072,N915C,72,346,840,495,0.4256577002660361,1.0345846881466154
N915C_000221_0155,N915C,155,0,399,400,0.0,0.4906887378066805
N915C_000222_0097,N915C,97,0,108,109,0.0,0.13301803133313628
N915C_000223_0127,N915C,127,567,840,274,0.6976056754360036,1.0345846881466154
N915C_000224_0001,N915C,1,147,435,289,0.18031333136269584,0.5350280815843926
N915C_000225_0073,N915C,73,370,687,318,0.4552172627845108,0.8454034880283773
FXRMG_000226_0009,FXRMG,9,444,567,124,0.5606060606060606,0.7151515151515152
FXRMG_000227_0026,FXRMG,26,36,548,513,0.045454545454545456,0.6909090909090909
FXRMG_000228_0006,FXRMG,6,567,704,138,0.7151515151515152,0.8878787878787879
FXRMG_000229_0008,FXRMG,8,550,675,126,0.6939393939393939,0.8515151515151516
FXRMG_000230_0097,FXRMG,97,562,747,186,0.7090909090909091,0.9424242424242424
FXRMG_000231_0028,FXRMG,28,452,600,149,0.5696969696969697,0.7575757575757576
FXRMG_000232_0030,FXRMG,30,0,140,141,0.0,0.17575757575757575
FXRMG_000233_0154,FXRMG,154,495,612,118,0.6242424242424243,0.7727272727272727
FXRMG_000234_0032,FXRMG,32,32,176,145,0.0393939393939394,0.2212121212121212
FXRMG_000235_0141,FXRMG,141,543,670,128,0.6848484848484849,0.8454545454545455
P68QV_000236_0020,P68QV,20,567,716,150,0.7717462393721387,0.9744931327665142
P68QV_000237_0152,P68QV,152,0,84,85,0.0,0.1144538914323087
P68QV_000238_0016,P68QV,16,0,380,381,0.0,0.5166775670372793
P68QV_000239_0015,P68QV,15,0,672,673,0.0,0.9156311314584696
P68QV_000240_0023,P68QV,23,555,768,214,0.7553956834532375,1.0464355788096795
P68QV_000241_0156,P68QV,156,346,768,423,0.4708960104643558,1.0464355788096795
P68QV_000242_0062,P68QV,62,305,768,464,0.4153041203400916,1.0464355788096795
P68QV_000243_0061,P68QV,61,324,485,162,0.4414650098103336,0.6605624591236102
P68QV_000244_0097,P68QV,97,636,768,133,0.8665794637017659,1.0464355788096795
78XZ9_000245_0025,78XZ9,25,656,778,123,0.8587606165460837,1.0191884240327147
78XZ9_000246_0026,78XZ9,26,0,792,793,0.0,1.038062283737024
78XZ9_000247_0027,78XZ9,27,152,483,332,0.1981755268952501,0.6322743000943694
78XZ9_000248_0152,78XZ9,152,89,240,152,0.11638880150990878,0.3145643284051589
78XZ9_000249_0029,78XZ9,29,48,792,745,0.06291286568103177,1.038062283737024
78XZ9_000250_0032,78XZ9,32,12,792,781,0.015728216420257943,1.038062283737024
78XZ9_000251_0149,78XZ9,149,140,792,653,0.18244731047499213,1.038062283737024
78XZ9_000252_0030,78XZ9,30,0,106,107,0.0,0.1384083044982699
0VOQC_000253_0015,0VOQC,15,0,216,217,0.0,0.3228120516499283
0VOQC_000254_0021,0VOQC,21,130,252,123,0.19368723098995694,0.3766140602582497
0VOQC_000255_0150,0VOQC,150,0,118,119,0.0,0.17575322812051652
0VOQC_000256_0017,0VOQC,17,0,228,229,0.0,0.34074605451936874
0VOQC_000257_0020,0VOQC,20,0,694,695,0.0,1.0365853658536586
0VOQC_000258_0156,0VOQC,156,140,608,469,0.20803443328550933,0.9074605451936872
0VOQC_000259_0067,0VOQC,67,192,524,333,0.2869440459110473,0.7819225251076041
0VOQC_000260_0065,0VOQC,65,288,497,210,0.430416068866571,0.7424677187948349
0VOQC_000261_0069,0VOQC,69,579,696,118,0.8644189383070302,1.0401721664275467
E6Q95_000262_0132,E6Q95,132,296,420,125,0.4838709677419355,0.6884343036978756
E6Q95_000263_0072,E6Q95,72,264,432,169,0.4327301337529504,0.7081038552321006
E6Q95_000264_0155,E6Q95,155,89,284,196,0.14555468135326513,0.4642014162077104
E6Q95_000265_0151,E6Q95,151,75,195,121,0.12195121951219512,0.3186467348544453
E6Q95_000266_0070,E6Q95,70,202,624,423,0.3304484657749803,1.022816679779701
E6Q95_000267_0061,E6Q95,61,336,624,289,0.5507474429583005,1.022816679779701
E6Q95_000268_0073,E6Q95,73,197,624,428,0.32258064516129026,1.022816679779701
E6Q95_000269_0156,E6Q95,156,336,624,289,0.5507474429583005,1.022816679779701
E6Q95_000270_0123,E6Q95,123,68,624,557,0.1101494885916601,1.022816679779701
G99VH_000271_0015,G99VH,15,116,569,454,0.12387096774193547,0.6116129032258064
G99VH_000272_0018,G99VH,18,221,464,244,0.2374193548387097,0.4980645161290323
G99VH_000273_0128,G99VH,128,454,900,447,0.487741935483871,0.967741935483871
G99VH_000274_0087,G99VH,87,418,802,385,0.4490322580645161,0.8619354838709677
G99VH_000275_0017,G99VH,17,36,430,395,0.03870967741935484,0.4619354838709677
G99VH_000276_0129,G99VH,129,171,375,205,0.1832258064516129,0.4025806451612903
G99VH_000277_0128,G99VH,128,320,732,413,0.3432258064516129,0.7870967741935484
G99VH_000278_0107,G99VH,107,478,699,222,0.5135483870967742,0.7509677419354839
DWHPO_000279_0062,DWHPO,62,77,336,260,0.1051939513477975,0.4602235371466141
DWHPO_000280_0063,DWHPO,63,32,183,152,0.042735042735042736,0.24983563445101906
DWHPO_000281_0059,DWHPO,59,0,744,745,0.0,1.0190664036817882
DWHPO_000282_0011,DWHPO,11,0,744,745,0.0,1.0190664036817882
DWHPO_000283_0009,DWHPO,9,252,358,107,0.3451676528599605,0.4898093359631821
DWHPO_000284_0020,DWHPO,20,212,363,152,0.2892833662064431,0.4963839579224194
DWHPO_000285_0018,DWHPO,18,658,744,87,0.900723208415516,1.0190664036817882
DWHPO_000286_0017,DWHPO,17,377,512,136,0.5161078238001314,0.7001972386587771
DWHPO_000287_0156,DWHPO,156,646,744,99,0.8842866535174226,1.0190664036817882
DWHPO_000288_0015,DWHPO,15,94,212,119,0.1282051282051282,0.2892833662064431
H603E_000289_0026,H603E,26,0,694,695,0.0,0.893906588308073
H603E_000290_0027,H603E,27,0,192,193,0.0,0.2474481905351067
H603E_000291_0032,H603E,32,0,682,683,0.0,0.8784410763996289
H603E_000292_0051,H603E,51,0,792,793,0.0,1.0207237859573153
H603E_000293_0059,H603E,59,0,792,793,0.0,1.0207237859573153
H603E_000294_0116,H603E,116,497,696,200,0.6402721930095886,0.8969996906897619
H603E_000295_0115,H603E,115,0,180,181,0.0,0.2319826786266625
H603E_000296_0115,H603E,115,212,572,361,0.2721930095886174,0.7361583668419426
H603E_000297_0052,H603E,52,77,363,287,0.09897927621404268,0.4670584596350139
H603E_000298_0156,H603E,156,636,792,157,0.819672131147541,1.0207237859573153
H603E_000299_0014,H603E,14,0,792,793,0.0,1.0207237859573153
H603E_000300_0126,H603E,126,567,684,118,0.7299721620785649,0.8815341787813177
H603E_000301_0061,H603E,61,586,792,207,0.7547169811320754,1.0207237859573153
H603E_000302_0063,H603E,63,593,752,160,0.7639962882771419,0.9681410454686052
H603E_000303_0145,H603E,145,0,658,659,0.0,0.8475100525827405
H603E_000304_0067,H603E,67,651,792,142,0.8382307454376741,1.0207237859573153
H603E_000305_0011,H603E,11,0,792,793,0.0,1.0207237859573153
CBXVQ_000306_0061,CBXVQ,61,180,341,162,0.22169671888856046,0.4197457877623411
CBXVQ_000307_0063,CBXVQ,63,10,245,236,0.011823825007389892,0.3015075376884422
CBXVQ_000308_0113,CBXVQ,113,178,531,354,0.21874076263671302,0.6532663316582915
CBXVQ_000309_0139,CBXVQ,139,452,840,389,0.5557197753473249,1.0345846881466154
CBXVQ_000310_0114,CBXVQ,114,96,521,426,0.11823825007389893,0.6414425066509015
PN4MI_000311_0145,PN4MI,145,87,332,246,0.1180327868852459,0.4524590163934426
PN4MI_000312_0065,PN4MI,65,118,315,198,0.16065573770491806,0.42950819672131146
PN4MI_000313_0149,PN4MI,149,375,718,344,0.5114754098360655,0.9803278688524588
PN4MI_000314_0010,PN4MI,10,0,257,258,0.0,0.3508196721311475
PN4MI_000315_0014,PN4MI,14,0,768,769,0.0,1.0491803278688523
PN4MI_000316_0115,PN4MI,115,0,768,769,0.0,1.0491803278688523
PN4MI_000317_0118,PN4MI,118,0,768,769,0.0,1.0491803278688523
PN4MI_000318_0061,PN4MI,61,0,768,769,0.0,1.0491803278688523
PN4MI_000319_0152,PN4MI,152,8,166,159,0.009836065573770493,0.2262295081967213
PN4MI_000320_0032,PN4MI,32,96,327,232,0.13114754098360654,0.4459016393442623
PN4MI_000321_0156,PN4MI,156,425,610,186,0.580327868852459,0.8327868852459016
VJ2QS_000322_0061,VJ2QS,61,269,504,236,0.471578947368421,0.8842105263157894
VJ2QS_000323_0059,VJ2QS,59,248,512,265,0.43368421052631584,0.8968421052631579
VJ2QS_000324_0011,VJ2QS,11,250,514,265,0.4378947368421053,0.9010526315789472
VJ2QS_000325_0063,VJ2QS,63,274,380,107,0.48,0.6652631578947369
VJ2QS_000326_0023,VJ2QS,23,274,380,107,0.48,0.6652631578947369
VJ2QS_000327_0024,VJ2QS,24,284,492,209,0.4968421052631579,0.8631578947368421
VJ2QS_000328_0110,VJ2QS,110,39,140,102,0.06736842105263158,0.24421052631578946
VJ2QS_000329_0154,VJ2QS,154,0,348,349,0.0,0.6105263157894737
VJ2QS_000330_0109,VJ2QS,109,39,262,224,0.06736842105263158,0.4589473684210527
VJ2QS_000331_0064,VJ2QS,64,240,521,282,0.42105263157894735,0.9136842105263158
FI1LR_000332_0130,FI1LR,130,106,761,656,0.13858267716535433,0.9984251968503935
